Date,Time,Open,High,Low,Close,Volume,OpenInt
2017-11-30,18:25:00,71.73,71.765,71.73,71.76,119790,0
2017-11-30,18:30:00,71.76,71.76,71.745,71.7553,6395,0
2017-11-30,18:35:00,71.75,71.7899,71.75,71.78,12762,0
2017-11-30,18:40:00,71.77,71.81,71.762,71.8,26043,0
2017-11-30,18:45:00,71.805,71.85,71.795,71.84,195267,0
2017-11-30,18:50:00,71.84,71.89,71.84,71.87,395068,0
2017-11-30,18:55:00,71.86,71.86,71.81,71.81,16684,0
2017-11-30,19:00:00,71.8,71.8,71.765,71.795,13267,0
2017-11-30,19:05:00,71.79,71.85,71.79,71.82,35865,0
2017-11-30,19:10:00,71.825,71.83,71.8,71.8,17804,0
2017-11-30,19:15:00,71.8,71.81,71.787,71.8,26941,0
2017-11-30,19:20:00,71.8,71.8,71.75,71.76,10393,0
2017-11-30,19:25:00,71.76,71.77,71.74,71.74,20254,0
2017-11-30,19:30:00,71.74,71.78,71.74,71.77,16601,0
2017-11-30,19:35:00,71.77,71.77,71.74,71.75,11846,0
2017-11-30,19:40:00,71.75,71.77,71.73,71.73,7045,0
2017-11-30,19:45:00,71.73,71.73,71.69,71.69,10396,0
2017-11-30,19:50:00,71.69,71.71,71.69,71.699,31052,0
2017-11-30,19:55:00,71.69,71.69,71.66,71.6634,5867,0
2017-11-30,20:00:00,71.66,71.7,71.65,71.695,8871,0
2017-11-30,20:05:00,71.7,71.71,71.68,71.69,6873,0
2017-11-30,20:10:00,71.685,71.69,71.66,71.66,10738,0
2017-11-30,20:15:00,71.655,71.7,71.655,71.7,2700,0
2017-11-30,20:20:00,71.69,71.6954,71.68,71.69,5014,0
2017-11-30,20:25:00,71.6899,71.71,71.6899,71.7,130223,0
2017-11-30,20:30:00,71.7,71.7561,71.7,71.7561,23401,0
2017-11-30,20:35:00,71.76,71.76,71.72,71.72,13828,0
2017-11-30,20:40:00,71.72,71.72,71.68,71.69,22940,0
2017-11-30,20:45:00,71.685,71.7,71.6833,71.685,16692,0
2017-11-30,20:50:00,71.6864,71.7,71.68,71.685,27098,0
2017-11-30,20:55:00,71.69,71.695,71.68,71.69,7486,0
2017-11-30,21:00:00,71.69,71.695,71.65,71.665,60417,0
2017-11-30,21:05:00,71.66,71.66,71.625,71.627,15517,0
2017-11-30,21:10:00,71.62,71.62,71.59,71.59,18100,0
